name,city,country,code
Ust-Kut Airport,Ust-Kut,Russia,UKX
Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA
Uléi Airport,Ambryn Island,Vanuatu,ULB
Prince Mangosuthu Buthelezi Airport,Ulundi,South Africa,ULD
Ulgii Mongolei Airport,Olgii,Mongolia,ULG
Majeed Bin Abdulaziz Airport,Al-Ula,Saudi Arabia,ULH
Lensk Airport,Lensk,Russia,ULK
Chinggis Khaan International Airport,Ulan Bator,Mongolia,ULN
Ulaangom Airport,Ulaangom,Mongolia,ULO
Quilpie Airport,Quilpie,Australia,ULP
Heriberto Gíl Martínez Airport,Tulua,Colombia,ULQ
Gulu Airport,Gulu,Uganda,ULU
Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV
Ulyanovsk East Airport,Ulyanovsk,Russia,ULY
Donoi Airport,Uliastai,Mongolia,ULZ
Uummannaq Heliport,Uummannaq,Greenland,UMD
Umeå Airport,Umea,Sweden,UME
Woomera Airfield,Woomera,Australia,UMR
Ust-Maya Airport,Ust-Maya,Russia,UMS
Umuarama Airport,Umuarama,Brazil,UMU
Hotel Transamérica Airport,Una,Brazil,UNA
Konduz Airport,Kunduz,Afghanistan,UND
Kiunga Airport,Kiunga,Papua New Guinea,UNG
Union Island International Airport,Union Island,Saint Vincent and the Grenadines,UNI
Unalakleet Airport,Unalakleet,United States,UNK
Ranong Airport,Ranong,Thailand,UNN
Unst Airport,Unst,United Kingdom,UNT
Buol Airport,Buol,Indonesia,UOL
Franklin County Airport,Sewanee,United States,UOS
University Oxford Airport,Oxford,United States,UOX
Playa Baracoa Airport,Baracoa Playa,Cuba,UPB
Hasanuddin International Airport,Ujung Pandang,Indonesia,UPG
Upala Airport,Upala,Costa Rica,UPL
Licenciado y General Ignacio Lopez Rayon Airport,Uruapan,Mexico,UPN
Upolu Airport,Opolu,United States,UPP
Uralsk Airport,Uralsk,Kazakhstan,URA
Ürümqi Diwopu International Airport,Urumqi,China,URC
Burg Feuerstein Airport,Burg Feuerstein,Germany,URD
Kuressaare Airport,Kuressaare,Estonia,URE
Rubem Berta Airport,Uruguaiana,Brazil,URG
Uray Airport,Uraj,Russia,URJ
Rouen Airport,Rouen,France,URO
Kursk East Airport,Kursk,Russia,URS
Surat Thani Airport,Surat Thani,Thailand,URT
Gurayat Domestic Airport,Guriat,Saudi Arabia,URY
Concord-Padgett Regional Airport,Concord,United States,USA
Malvinas Argentinas Airport,Ushuaia,Argentina,USH
Mabaruma Airport,Mabaruma,Guyana,USI
Usinsk Airport,Usinsk,Russia,USK
Samui Airport,Ko Samui,Thailand,USM
Ulsan Airport,Ulsan,South Korea,USN
Uşak Airport,Usak,Turkey,USQ
Ust-Nera Airport,Ust-Nera,Russia,USR
Sancti Spiritus Airport,Sancti Spiritus,Cuba,USS
Northeast Florida Regional Airport,St. Augustine Airport,United States,UST
Francisco B. Reyes Airport,Busuanga,Philippines,USU
Mutare Airport,Mutare,Zimbabwe,UTA
Soesterberg Air Base,Soesterberg,Netherlands,UTC
Udon Thani Airport,Udon Thani,Thailand,UTH
Utti Air Base,Utti,Finland,UTI
Utirik Airport,Utirik Island,Marshall Islands,UTK
Tunica Municipal Airport,Tunica,United States,UTM
Pierre Van Ryneveld Airport,Upington,South Africa,UTN
Indian Mountain LRRS Airport,Indian Mountains,United States,UTO
U-Tapao International Airport,Pattaya,Thailand,UTP
Ust-Tsylma Airport,Ust-Tsylma,Russia,UTS
K. D. Matanzima Airport,Umtata,South Africa,UTT
Queenstown Airport,Queenstown,South Africa,UTW
Bugulma Airport,Bugulma,Russia,UUA
Ulan-Ude Airport (Mukhino),Ulan-ude,Russia,UUD
Ugnu-Kuparuk Airport,Kuparuk,United States,UUK
Baruun Urt Airport,,Mongolia,UUN
Yuzhno-Sakhalinsk Airport,Yuzhno-sakhalinsk,Russia,UUS
Garner Field,Uvalde,United States,UVA
Ouvéa Airport,Ouvea,New Caledonia,UVE
Hewanorra International Airport,Hewandorra,Saint Lucia,UVF
Nyala Airport,Nyala,Sudan,UYL
Yulin Yuyang Airport,Yulin,China,UYN
Uyuni Airport,Uyuni,Bolivia,UYU
Urzhar Airport,Urzhar,Kazakhstan,UZR
Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,UZU
Vaasa Airport,Vaasa,Finland,VAA
Moody Air Force Base,Valdosta,United States,VAD
Valence-Chabeuil Airport,Valence,France,VAF
Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG
Vanimo Airport,Vanimo,Papua New Guinea,VAI
Chevak Airport,Chevak,United States,VAK
Valença Airport,Valenca,Brazil,VAL
Villa Airport,Maamigili,Maldives,VAM
Van Ferit Melen Airport,Van,Turkey,VAN
Suavanao Airport,Suavanao,Solomon Islands,VAO
Varna Airport,Varna,Bulgaria,VAR
Sivas Nuri Demirağ Airport,Sivas,Turkey,VAS
Vava'u International Airport,Vava'u,Tonga,VAV
"Vardø Airport, Svartnes",Vardø,Norway,VAW
Ann Airport,Ann,Burma,VBA
Vandenberg Air Force Base,Lompoc,United States,VBG
Bokpyinn Airport,Bokepyin,Burma,VBP
Brescia Airport,Brescia,Italy,VBS
Vanua Balavu Airport,Vanua Balavu,Fiji,VBV
Visby Airport,Visby,Sweden,VBY
Can Tho International Airport,Can Tho,Vietnam,VCA
Victoria River Downs Airport,Victoria River Downs,Australia,VCD
Venice Marco Polo Airport,Venice,Italy,VCE
Chu Lai International Airport,Chu Lai,Vietnam,VCL
Viracopos International Airport,Campinas,Brazil,VCP
Carora Airport,Carora,Venezuela,VCR
Co Ong Airport,Conson,Vietnam,VCS
Victoria Regional Airport,Victoria,United States,VCT
Southern California Logistics Airport,Victorville,United States,VCV
Ovda International Airport,Ovda,Israel,VDA
Leirin Airport,Fagernes,Norway,VDB
Vitória da Conquista Airport,Vitória Da Conquista,Brazil,VDC
Hierro Airport,Hierro,Spain,VDE
Dong Hoi Airport,Dong Hoi,Vietnam,VDH
Vidalia Regional Airport,Vidalia,United States,VDI
Gobernador Castello Airport,Viedma,Argentina,VDM
Valle de La Pascua Airport,Valle De La Pascua,Venezuela,VDP
Villa Dolores Airport,Villa Dolores,Argentina,VDR
Vadsø Airport,Vadsø,Norway,VDS
Vijayanagar Aerodrome (JSW),Toranagallu,India,VDY
Valdez Pioneer Field,Valdez,United States,VDZ
Venetie Airport,Venetie,United States,VEE
Vernal Regional Airport,Vernal,United States,VEL
General Heriberto Jara International Airport,Vera Cruz,Mexico,VER
Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY
Victoria Falls International Airport,Victoria Falls,Zimbabwe,VFA
Vijayawada Airport,Vijayawada,India,VGA
Vologda Airport,Vologda,Russia,VGD
Vigo Airport,Vigo,Spain,VGO
North Las Vegas Airport,Las Vegas,United States,VGT
Villa Garzón Airport,Villa Garzon,Colombia,VGZ
Saurimo Airport,Saurimo,Angola,VHC
Vilhelmina Airport,Vilhelmina,Sweden,VHM
Verkhnevilyuisk Airport,Verkhnevilyuysk,Russia,VHV
Vichy-Charmeil Airport,Vichy,France,VHY
Vahitahi Airport,Vahitahi,French Polynesia,VHZ
Vicenza Airport,Vicenza,Italy,VIC
Vienna International Airport,Vienna,Austria,VIE
Juan Pablo Pérez Alfonso Airport,El Vigía,Venezuela,VIG
Vinh Airport,Vinh,Vietnam,VII
Virgin Gorda Airport,Spanish Town,British Virgin Islands,VIJ
Dakhla Airport,Dakhla,Western Sahara,VIL
Vinnytsia/Gavyryshivka Airport,Vinnitsa,Ukraine,VIN
Virginia Airport,Durban,South Africa,VIR
Visalia Municipal Airport,Visalia,United States,VIS
Vitoria/Foronda Airport,Vitoria,Spain,VIT
Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX
Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,VIY
Rach Gia Airport,Rach Gia,Vietnam,VKG
Vnukovo International Airport,Moscow,Russia,VKO
Vorkuta Airport,Vorkuta,Russia,VKT
Valencia Airport,Valencia,Spain,VLC
Valdosta Regional Airport,Valdosta,United States,VLD
Villa Gesell Airport,Villa Gesell,Argentina,VLG
Bauerfield International Airport,Port-vila,Vanuatu,VLI
Volgodonsk Airport,,Russia,VLK
Valladolid Airport,Valladolid,Spain,VLL
Teniente Coronel Rafael Pabón Airport,Villa Montes,Bolivia,VLM
Arturo Michelena International Airport,Valencia,Venezuela,VLN
Vila Rica Airport,Vila Rica,Brazil,VLP
Vallenar Airport,Vallenar,Chile,VLR
Valesdir Airport,Valesdir,Vanuatu,VLS
Velikiye Luki Airport,Velikiye Luki,Russia,VLU
Dr. Antonio Nicolás Briceño Airport,Valera,Venezuela,VLV
Anglesey Airport,Angelsey,United Kingdom,VLY
Villa Reynolds Airport,Villa Reynolds,Argentina,VME
Baimuru Airport,Baimuru,Papua New Guinea,VMU
Saravane Airport,Saravane,Laos,VNA
Venice Municipal Airport,Venice,United States,VNC
Vannes-Meucon Airport,Vannes,France,VNE
Vilnius International Airport,Vilnius,Lithuania,VNO
Lal Bahadur Shastri Airport,Varanasi,India,VNS
Ventspils International Airport,Ventspils,Latvia,VNT
Vilankulo Airport,Vilankulu,Mozambique,VNX
Van Nuys Airport,Van Nuys,United States,VNY
Vodochody Airport,Vodochody,Czech Republic,VOD
Volgograd International Airport,Volgograd,Russia,VOG
Vohimarina Airport,Vohemar,Madagascar,VOH
Volk Field,Camp Douglas,United States,VOK
Nea Anchialos Airport,Nea Anghialos,Greece,VOL
Voronezh International Airport,Voronezh,Russia,VOZ
Ngjiva Pereira Airport,Ondjiva,Angola,VPE
Vopnafjörður Airport,Vopnafjörður,Iceland,VPN
Destin-Ft Walton Beach Airport,Valparaiso,United States,VPS
Chimoio Airport,Chimoio,Mozambique,VPY
Porter County Municipal Airport,Valparaiso IN,United States,VPZ
Cecil Airport,Jacksonville,United States,VQQ
Vieques Airport,Vieques Island,Puerto Rico,VQS
Juan Gualberto Gomez International Airport,Varadero,Cuba,VRA
Vero Beach Regional Airport,Vero Beach,United States,VRB
Virac Airport,Virac,Philippines,VRC
Vredendal Airport,Vredendal,South Africa,VRE
Varkaus Airport,Varkaus,Finland,VRK
Vila Real Airport,Vila Real,Portugal,VRL
Verona Villafranca Airport,Villafranca,Italy,VRN
Kawama Airport,Kawama,Cuba,VRO
Vryburg Airport,Vryburg,South Africa,VRU
Værøy Heliport,Værøy,Norway,VRY
Carlos Rovirosa Pérez International Airport,Villahermosa,Mexico,VSA
Aerodromo Goncalves Lobato (Viseu Airport),Viseu,Portugal,VSE
Luhansk International Airport,Lugansk,Ukraine,VSG
Stockholm Västerås Airport,Vasteras,Sweden,VST
Vitebsk Vostochny Airport,Vitebsk,Belarus,VTB
Wattay International Airport,Vientiane,Laos,VTE
Nevatim Air Base,Nevatim,Israel,VTM
Miller Field,Valentine,United States,VTN
Hermanos Ameijeiras Airport,Las Tunas,Cuba,VTU
Vishakhapatnam Airport,Vishakhapatnam,India,VTZ
Alfonso López Pumarejo Airport,Valledupar,Colombia,VUP
Velikiy Ustyug Airport,Veliky Ustyug,Russia,VUS
Vanguardia Airport,Villavicencio,Colombia,VVC
Viru Viru International Airport,Santa Cruz,Bolivia,VVI
Vladivostok International Airport,Vladivostok,Russia,VVO
Illizi Takhamalt Airport,Illizi,Algeria,VVZ
Lichinga Airport,Lichinga,Mozambique,VXC
São Pedro Airport,Sao Vicente Island,Cape Verde,VXE
Växjö Kronoberg Airport,Vaxjo,Sweden,VXO
Vilyuisk Airport,Vilyuisk,Russia,VYI
Illinois Valley Regional Airport-Walter A Duncan Field,Peru,United States,VYS
Wales Airport,Wales,United States,WAA
Wadi Al Dawasir Airport,Wadi-al-dawasir,Saudi Arabia,WAE
Wana Airport,Wana,Pakistan,WAF
Wanganui Airport,Wanganui,New Zealand,WAG
Ambalabe Airport,Antsohihy,Madagascar,WAI
Wallops Flight Facility Airport,Wallops Island,United States,WAL
Ambatondrazaka Airport,Ambatondrazaka,Madagascar,WAM
Antsalova Airport,Antsalova,Madagascar,WAQ
Waris Airport,Waris-Papua Island,Indonesia,WAR
Waterford Airport,Waterford,Ireland,WAT
Warsaw Chopin Airport,Warsaw,Poland,WAW
Schleswig Air Base,Schleswig,Germany,WBG
Wapenamanda Airport,Wapenamanda,Papua New Guinea,WBM
Beaver Airport,Beaver,United States,WBQ
Boulder Municipal Airport,Boulder,United States,WBU
Wilkes Barre Wyoming Valley Airport,Wilkes-Barre,United States,WBW
Chaitén Airport,Chaiten,Chile,WCH
Hosea Kutako International Airport,Windhoek,Namibia,WDH
Barrow County Airport,Winder,United States,WDR
Shiyan Wudangshan Airport,Shiyan,China,WDS
Weifang Airport,Weifang,China,WEF
Weihai Airport,Weihai,China,WEH
Weipa Airport,Weipa,Australia,WEI
Fianarantsoa Airport,Fianarantsoa,Madagascar,WFI
Northern Aroostook Regional Airport,Frenchville,United States,WFK
Wagga Wagga City Airport,Wagga Wagga,Australia,WGA
Walgett Airport,Walgett,Australia,WGE
Shaoyang Wugang Airport,Shaoyang,China,WGN
Umbu Mehang Kunda Airport,Waingapu,Indonesia,WGP
Wangaratta Airport,,Australia,WGT
Wadi Halfa Airport,Wadi Halfa,Sudan,WHF
Whakatane Airport,Whakatane,New Zealand,WHK
Whiteman Airport,Los Angeles,United States,WHP
Wuhu Air Base,Wuhu,China,WHU
Wick Airport,Wick,United Kingdom,WIC
Wiesbaden Army Airfield,Wiesbaden,Germany,WIE
Waiheke Reeve Airport,Waiheke Island,New Zealand,WIK
Nairobi Wilson Airport,Nairobi,Kenya,WIL
Winton Airport,Winton,Australia,WIN
Wilcannia Airport,Wilcannia,Australia,WIO
Wairoa Airport,Wairoa,New Zealand,WIR
General WM J Fox Airfield,Lancaster,United States,WJF
Wajir Airport,Wajir,Kenya,WJR
Wonju/Hoengseong Air Base (K-38/K-46),Wonju,South Korea,WJU
Wanaka Airport,Wanaka,New Zealand,WKA
Warracknabeal Airport,,Australia,WKB
Waterkloof Air Force Base,Waterkloof,South Africa,WKF
Hwange (Town) Airport,Hwange,Zimbabwe,WKI
Wakkanai Airport,Wakkanai,Japan,WKJ
Aleknagik / New Airport,Aleknagik,United States,WKK
Waikoloa Heliport,Waikoloa Village,United States,WKL
Abaco I Walker C Airport,Walker's Cay,Bahamas,WKR
Strother Field,Winfield,United States,WLD
Wellington International Airport,Wellington,New Zealand,WLG
Walaha Airport,Walaha,Vanuatu,WLH
Selawik Airport,Selawik,United States,WLK
Hihifo Airport,Wallis,Wallis and Futuna,WLS
Mandritsara Airport,Mandritsara,Madagascar,WMA
Warrnambool Airport,Warrnambool,Australia,WMB
Winnemucca Municipal Airport,Winnemucca,United States,WMC
Mount Keith Airport,Mount Keith,Australia,WME
Ozark Regional Airport,Mountain Home,United States,WMH
Modlin Airport,Warsaw,Poland,WMI
Maroantsetra Airport,Maroantsetra,Madagascar,WMN
White Mountain Airport,White Mountain,United States,WMO
Mampikony Airport,Mampikony,Madagascar,WMP
Mananara Nord Airport,Mananara,Madagascar,WMR
Zunyi Maotai Airport,Zunyi,China,WMT
Wamena Airport,Wamena,Indonesia,WMX
Napakiak Airport,Napakiak,United States,WNA
Wunnumin Lake Airport,Wunnumin Lake,Canada,WNN
Naga Airport,Naga,Philippines,WNP
Windorah Airport,Windorah,Australia,WNR
Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS
Wenzhou Longwan International Airport,Wenzhou,China,WNZ
Woensdrecht Air Base,Woensdrecht,Netherlands,WOE
Wollongong Airport,Wollongong,Australia,WOL
Wonsan Kalma International Airport,Wonsan,North Korea,WOS
Wang-an Airport,Wang An,Taiwan,WOT
Port Bergé Airport,Port Bergé,Madagascar,WPB
Pincher Creek Airport,Pincher Creek,Canada,WPC
Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR
Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU
Robins Air Force Base,Macon,United States,WRB
Whangarei Airport,Whangarei,New Zealand,WRE
Wrangell Airport,Wrangell,United States,WRG
Mc Guire Air Force Base,Wrightstown,United States,WRI
Worland Municipal Airport,Worland,United States,WRL
Copernicus Wrocław Airport,Wroclaw,Poland,WRO
Warton Airport,Warton,United Kingdom,WRT
Westray Airport,Westray,United Kingdom,WRY
Weerawila Airport,Wirawila,Sri Lanka,WRZ
Condron Army Air Field,White Sands,United States,WSD
South Naknek Nr 2 Airport,South Naknek,United States,WSN
Washabo Airport,Washabo,Suriname,WSO
Waspam Airport,Waspam,Nicaragua,WSP
Wasior Airport,Wasior,Indonesia,WSR
Westerly State Airport,Washington County,United States,WST
Whitsunday Island Airport,Airlie Beach,Australia,WSY
Westport Airport,Westport,New Zealand,WSZ
Tambohorano Airport,Tambohorano,Madagascar,WTA
Toowoomba Wellcamp Airport,Toowoomba,Australia,WTB
Noatak Airport,Noatak,United States,WTK
RAF Waddington,Waddington,United Kingdom,WTN
Tsiroanomandidy Airport,Tsiroanomandidy,Madagascar,WTS
Whitianga Airport,Whitianga,New Zealand,WTZ
Wuhai Airport,Wuhai,China,WUA
Wuhan Tianhe International Airport,Wuhan,China,WUH
Wiluna Airport,Wiluna,Australia,WUN
Nanping Wuyishan Airport,Wuyishan,China,WUS
Xinzhou Wutaishan Airport,Xinzhou,China,WUT
Wau Airport,Wau,Sudan,WUU
Sunan Shuofang International Airport,Wuxi,China,WUX
Wuzhou Changzhoudao Airport,Wuzhou,China,WUZ
Walvis Bay Airport,Walvis Bay,Namibia,WVB
Watsonville Municipal Airport,Watsonville,United States,WVI
Manakara Airport,Manakara,Madagascar,WVK
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN
Wasilla Airport,Wasilla,United States,WWA
Cape May County Airport,Wildwood,United States,WWD
Wewak International Airport,Wewak,Papua New Guinea,WWK
West Woodward Airport,Woodward,United States,WWR
West Wyalong Airport,West Wyalong,Australia,WWY
Wanxian Airport,Wanxian,China,WXN
Whyalla Airport,Whyalla,Australia,WYA
Yengema Airport,Yengema,Sierra Leone,WYE
Wyndham Airport,Wyndham,Australia,WYN
Yellowstone Airport,West Yellowstone,United States,WYS
Abbeville,Abbeville,France,XAB
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP
Saúl Airport,Saul,French Guiana,XAU
Bearskin Lake Airport,Bearskin Lake,Canada,XBE
Birjand Airport,Birjand,Iran,XBJ
Christmas Island Airport,Christmas Island,Christmas Island,XCH
Châlons-Vatry Airport,Chalons,France,XCR
Charleville-Mézières Airport,Charleville,France,XCZ
Xingcheng Air Base,,China,XEN
Xiangyang Liuji Airport,Xiangfan,China,XFN
Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW
Xangongo Airport,Xangongo,Angola,XGN
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,Canada,XGR
Xichang Qingshan Airport,Xichang,China,XIC
Ahmed Al Jaber Air Base,Ahmed Al Jaber AB,Kuwait,XIJ
Xilinhot Airport,Xilinhot,China,XIL
Ilimanaq Heliport,Ilimanaq,Greenland,XIQ
Xi'an Xianyang International Airport,Xi'an,China,XIY
Al Udeid Air Base,Doha,Qatar,XJD
Mangla Airport,Mangla,Pakistan,XJM
Xieng Khouang Airport,Phon Savan,Laos,XKH
Kasabonika Airport,Kasabonika,Canada,XKS
Lac Brochet Airport,Lac Brochet,Canada,XLB
Saint Louis Airport,St. Louis,Senegal,XLS
Mallacoota Airport,Mallacoota,Australia,XMC
Maubeuge-Élesmes Airport,Maubeuge,France,XME
Manihi Airport,Manihi,French Polynesia,XMH
Xiamen Gaoqi International Airport,Xiamen,China,XMN
Coronel E Carvajal Airport,Macas,Ecuador,XMS
Montauban Airport,Montauban,France,XMW
Yam Island Airport,Yam Island,Australia,XMY
Northwest Arkansas Regional Airport,Bentonville,United States,XNA
Xining Caojiabu Airport,Xining,China,XNN
Orange-Caritat (BA 115) Air Base,Orange,France,XOG
Pukatawagan Airport,Pukatawagan,Canada,XPK
Coronel Enrique Soto Cano Air Base,Comayagua,Honduras,XPL
Poplar River Airport,Poplar River,Canada,XPP
Joint Base Balad,Al Bakr,Iraq,XQC
Quepos Managua Airport,Quepos,Costa Rica,XQP
RAAF Base Richmond,Richmond,Australia,XRH
Ross River Airport,Ross River,Canada,XRR
Jerez Airport,Jerez,Spain,XRY
Sir Bani Yas Airport,Sir Bani Yas Island,United Arab Emirates,XSB
South Caicos Airport,South Caicos,Turks and Caicos Islands,XSC
Tonopah Test Range Airport,Tonopah,United States,XSD
South Indian Lake Airport,South Indian Lake,Canada,XSI
Seletar Airport,Singapore,Singapore,XSP
Thargomindah Airport,Thargomindah,Australia,XTG
Tadoule Lake Airport,Tadoule Lake,Canada,XTL
Taroom Airport,Taroom,Australia,XTO
Xuzhou Guanyin Airport,Xuzhou,China,XUZ
Valenciennes-Denain Airport,Valenciennes,France,XVS
Riyadh Air Base,Riyadh,Saudi Arabia,XXN
Yandina Airport,Yandina,Solomon Islands,XYA
Ye Airport,Ye,Burma,XYE
Anahim Lake Airport,Anahim Lake,Canada,YAA
Old Arctic Bay Airport,Arctic Bay,Canada,YAB
Cat Lake Airport,Cat Lake,Canada,YAC
Fort Frances Municipal Airport,Fort Frances,Canada,YAG
La Grande-4 Airport,La Grande-4,Canada,YAH
Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI
Yakutat Airport,Yakutat,United States,YAK
Alert Bay Airport,Alert Bay,Canada,YAL
Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM
Yaoundé Airport,Yaounde,Cameroon,YAO
Yap International Airport,Yap,Micronesia,YAP
Yasawa Island Airport,Yasawa Island,Fiji,YAS
Attawapiskat Airport,Attawapiskat,Canada,YAT
Wapekeka Airport,Angling Lake,Canada,YAX
St. Anthony Airport,St. Anthony,Canada,YAY
Tofino / Long Beach Airport,Tofino,Canada,YAZ
Banff Airport,Banff,Canada,YBA
Kugaaruk Airport,Pelly Bay,Canada,YBB
Baie Comeau Airport,Baie Comeau,Canada,YBC
Uranium City Airport,Uranium City,Canada,YBE
CFB Bagotville,Bagotville,Canada,YBG
Black Tickle Airport,Black Tickle,Canada,YBI
Baker Lake Airport,Baker Lake,Canada,YBK
Campbell River Airport,Campbell River,Canada,YBL
Bob Quinn Lake Airport,Bob Quinn Lake,Canada,YBO
Yibin Caiba Airport,Yibin,China,YBP
Brandon Municipal Airport,Brandon,Canada,YBR
Opapimiskan Lake Airport,Musselwhite Mine,Canada,YBS
Brochet Airport,Brochet,Canada,YBT
Berens River Airport,Berens River,Canada,YBV
Bedwell Harbour Seaplane Base,Bedwell Harbour,Canada,YBW
Lourdes de Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,Canada,YBX
Bonnyville Airport,Bonnyville,Canada,YBY
Cambridge Bay Airport,Cambridge Bay,Canada,YCB
Cornwall Regional Airport,Cornwall,Canada,YCC
